State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
Alaska,Gates of the Arctic NP & PRES,"10,840",8.67%,"14,778",52.81%,0,,"177,333",52.81%,0,,0,,0,,0,,0,,"7,175",54.70%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Glacier Bay NP & PRES,"444,530",1.41%,"461,453",1.68%,454,40.99%,"5,537,432",1.68%,"141,720",35.13%,"3,276",-54.07%,0,,498,28.02%,0,,"6,122",34.82%,"5,905",2523.15%,"5,325",35.13%,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Katmai NP & PRES,"55,172",28.20%,"27,015",5.35%,0,-100.00%,"324,181",5.35%,0,-100.00%,"3,895",64.48%,0,,"2,319",16.36%,0,,483,26.11%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Kenai Fjords NP,"297,596",36.29%,"68,856",19.92%,0,,"826,267",19.92%,0,,0,,0,,"1,284",12.04%,0,,"1,692",77.54%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Klondike Gold Rush NHP Alaska,"797,716",-9.40%,"271,372",-15.46%,0,,"3,256,468",-15.46%,0,,0,,0,,"2,740",100.00%,0,,"4,497",23.68%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Kobuk Valley NP,"3,164",68.39%,692,70.22%,370,-72.10%,"8,300",70.22%,"2,960",-72.10%,0,,0,,0,,0,,503,-38.51%,246,,0,-78.57%,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Lake Clark NP & PRES,"9,931",2.27%,"11,095",43.96%,0,,"133,140",43.96%,0,,0,,0,,0,,0,,"5,149",55.04%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Noatak NPRES,"3,257",31.65%,"2,448",17.75%,350,-71.00%,"29,372",17.75%,"2,800",-71.00%,0,,0,,0,,0,,540,-53.61%,295,,0,-72.09%,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Sitka NHP,"189,176",-23.37%,"9,803",-23.01%,0,,"117,639",-23.01%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Wrangell-St. Elias NP & PRES,"73,170",22.02%,"280,485",22.02%,0,,"3,365,820",22.02%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Alaska,Yukon-Charley Rivers NPRES,"6,211",-3.44%,"15,239",-52.67%,0,,"182,870",-52.67%,0,,0,,0,,0,,0,,"7,102",-54.36%,0,,0,,Subtotal Alaska,"2,274,843",-0.16%,"1,677,649",4.20%,"874,802",,"20,131,790",,"377,653",7.46%,"7,171",,0,,"29,411",,"43,486",,"73,750",,"7,098",,"6,752",-19.70%,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
American Samoa,National Park of American Samoa,"3,006",-7.28%,501,-7.31%,0,,"6,014",-7.31%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal American Samoa,"3,006",-7.28%,501,-7.31%,0,,"6,014",-7.31%,0,,0,,0,,0,,0,,0,,0,,0,,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Canyon de Chelly NM,"827,247",0.10%,"464,127",-0.90%,"1,215,879",-0.21%,"5,569,518",-0.90%,"2,431,757",-0.21%,"27,363",-6.20%,0,,"7,377",-17.73%,"13,713",-7.88%,896,-27.15%,0,34.23%,"1,153",,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Casa Grande Ruins NM,"77,347",1.31%,"8,780",1.30%,"2,160",0.00%,"105,354",1.30%,216,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Chiricahua NM,"55,436",-8.90%,"22,910",-7.15%,"3,600",0.00%,"274,923",-7.15%,"1,200",0.00%,0,,0,,"3,784",-4.37%,"4,329",-0.82%,0,,0,-39.56%,408,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Coronado NMEM,"136,284",28.08%,"13,549",51.53%,"2,508",0.00%,"162,586",51.53%,"1,248",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Fort Bowie NHS,"9,491",-1.56%,"1,582",-1.56%,0,,"18,982",-1.56%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Glen Canyon NRA,"169,957",8.37%,"271,296",9.15%,"2,086",34.84%,"3,255,554",9.15%,"25,033",34.77%,"13,614",26.90%,"7,908",9.50%,402,-11.84%,500,59.24%,"3,233",-26.56%,0,-0.93%,"102,396",,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Grand Canyon NP,"4,388,386",0.93%,"5,756,065",1.88%,"81,881",15.80%,"69,072,777",1.88%,"81,881",15.80%,"615,562",-4.58%,"56,910",2.47%,"155,038",4.71%,"95,626",-6.50%,"295,949",7.17%,0,-37.25%,"26,798",,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Hubbell Trading Post NHS,"80,578",-18.83%,"3,469",-18.82%,"4,584",0.00%,"41,632",-18.82%,"1,056",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Lake Mead NRA,"1,770,190",-7.67%,"1,233,520",-6.77%,"64,203",-7.67%,"14,802,245",-6.77%,"385,222",-7.67%,"5,440",-18.49%,"35,336",-13.35%,"29,577",-1.98%,"37,644",-1.98%,"45,160",-8.06%,"43,914",8.51%,"39,587",-1.47%,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Montezuma Castle NM,"578,554",-3.81%,"48,213",-3.81%,420,0.00%,"578,554",-3.81%,108,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Navajo NM,"90,696",16.42%,"17,047",12.85%,"12,922",-18.47%,"204,569",12.85%,"3,232",-18.45%,0,,0,,"1,630",6.89%,"1,000",8.11%,265,15.22%,0,-11.63%,38,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Organ Pipe Cactus NM,"209,602",-36.50%,"79,581",30.25%,"859,680",-12.84%,"954,974",30.25%,"429,839",-12.84%,0,,0,,"3,928",29.08%,"19,188",21.54%,511,3.44%,0,10.53%,63,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Petrified Forest NP,"664,725",5.24%,"138,358",6.96%,120,0.00%,"1,660,293",6.96%,"46,248",-29.52%,0,,0,,0,,0,,300,8.70%,"3,844",,0,-29.57%,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Pipe Spring NM,"59,952",21.28%,"4,996",21.28%,404,0.00%,"59,952",21.28%,900,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Saguaro NP,"717,614",7.87%,"89,851",11.68%,"2,282,663",5.62%,"1,078,216",11.68%,"570,666",5.62%,0,,0,,0,,0,,"1,568",-1.94%,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Sunset Crater Volcano NM,"158,819",-15.25%,"16,544",-15.25%,"12,000",0.00%,"198,525",-15.25%,"3,996",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Tonto NM,"60,497",-0.06%,"9,562",-0.52%,0,,"114,743",-0.52%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
Arizona,Tumacacori NHP,"39,866",-1.90%,"2,215",-1.90%,0,,"26,576",-1.90%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,546,150",-1.56%,"8,238,746",0.86%,"4,552,361",-0.10%,"98,864,953",0.86%,"3,986,822",-1.79%,"661,979",-4.29%,"100,154",,"201,736",2.83%,"172,000",-2.80%,"347,882",4.31%,"47,758",-7.46%,"170,443",,"281,303,769",-1.50%,"103,285,515",-0.98%,"153,219,034",,"1,239,426,161",-0.98%,"80,497,357",,"3,418,890",,"1,277,618",,"3,277,137",,"2,256,680",,"1,763,529",,"205,873",,"2,378,743",
