State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
Arizona,Montezuma Castle NM,"407,017",4.61%,"33,918",4.61%,420,0.00%,"407,017",4.61%,108,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Navajo NM,"65,778",21.43%,"13,203",16.38%,"11,612",-42.06%,"158,430",16.38%,"2,901",-42.08%,0,,0,,"1,319",13.32%,"1,252",20.38%,216,-5.68%,0,-37.08%,56,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Organ Pipe Cactus NM,"224,548",8.55%,"50,477",13.01%,"875,361",5.64%,"605,723",13.01%,"437,681",5.65%,0,,0,,"3,457",28.56%,"14,176",7.60%,424,4.18%,0,330.00%,43,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Petrified Forest NP,"836,799",29.81%,"174,924",29.69%,120,0.00%,"2,099,086",29.69%,120,0.00%,0,,0,,0,,0,,252,-4.55%,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Pipe Spring NM,"56,484",10.50%,"4,707",10.50%,404,0.00%,"56,484",10.50%,900,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Saguaro NP,"673,572",-0.69%,"82,750",-0.71%,"2,862,781",-0.90%,"993,001",-0.71%,"715,695",-0.90%,0,,0,,0,,0,,"1,377",-14.47%,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Sunset Crater Volcano NM,"176,723",-4.40%,"18,409",-4.40%,"12,000",0.00%,"220,905",-4.40%,"3,996",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Tonto NM,"36,360",-8.26%,"6,094",-5.95%,0,,"73,133",-5.95%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Tumacacori NHP,"38,017",20.95%,"2,112",20.96%,0,,"25,345",20.96%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
Arizona,Tuzigoot NM,"74,903",-12.65%,"4,681",-12.65%,240,0.00%,"56,175",-12.65%,60,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,747,219",6.37%,"8,561,488",4.23%,"5,117,056",0.45%,"102,737,858",4.23%,"4,057,317",1.32%,"685,089",10.87%,"90,887",7.68%,"111,043",,"91,266",,"319,524",12.27%,"23,576",,"150,059",,"292,800,082",7.01%,"104,431,326",6.43%,"168,795,627",,"1,253,175,898",6.43%,"90,708,750",,"3,395,572",,"1,263,606",,"3,246,307",,"2,053,953",,"1,888,084",,"117,221",,"2,158,461",
