State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
Alabama,Horseshoe Bend NMP,"55,965",-4.61%,"11,335",-2.67%,"971,150",-1.42%,"136,023",-2.67%,"323,686",-1.42%,0,,0,,0,,0,,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alabama,Little River Canyon NPRES,"185,477",-7.77%,"17,798",-13.90%,0,,"213,581",-13.90%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alabama,Natchez Trace PKWY,"420,892",8.13%,"141,241",7.83%,"612,316",18.02%,"1,694,893",7.83%,"612,316",18.02%,0,,0,,381,-7.52%,648,-30.84%,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alabama,Russell Cave NM,"20,456",-2.38%,"2,961",1.00%,0,,"35,537",1.00%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alabama,Tuskegee Airmen NHS,"19,301",-18.62%,"2,413",-18.61%,0,,"28,952",-18.61%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alabama,Tuskegee Institute NHS,"47,766",98.78%,"7,961",128.31%,0,,"95,532",128.31%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alabama,"749,857",4.48%,"183,710",6.38%,"1,583,466",5.29%,"2,204,518",6.38%,"936,002",10.49%,0,,0,,381,,648,,0,,0,,0,,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Aniakchak NM & PRES,134,605.26%,762,1556.52%,0,,"9,144",1556.52%,0,,0,,0,,0,,0,,381,1556.52%,0,,0,,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Bering Land Bridge NPRES,"2,642",0.00%,661,0.00%,"1,128",2.73%,"7,926",0.00%,"9,024",2.73%,0,,0,,0,,0,,"1,123",0.00%,360,,0,0.00%,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Cape Krusenstern NM,"18,225",-26.95%,"3,406",-26.42%,"8,375",-27.80%,"40,875",-26.42%,"67,000",-27.80%,0,,0,,0,,0,,"6,075",-6.54%,"7,275",,0,11.07%,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Denali NP & PRES,"530,922",36.68%,"587,988",6.82%,"838,590",-5.26%,"7,055,859",6.82%,"209,647",-5.26%,0,,0,,"21,644",26.36%,"48,758",-3.13%,"37,862",-9.17%,0,21.90%,"1,492",,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Gates of the Arctic NP & PRES,"11,012",1.04%,"15,713",32.70%,21,,"188,559",32.70%,"5,712",,0,,0,,0,,0,,"7,646",33.95%,238,,0,,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
Alaska,Glacier Bay NP & PRES,"500,590",10.18%,"526,016",6.95%,595,50.25%,"6,312,194",6.95%,"131,040",-0.91%,"11,440",-1.17%,0,,807,28.50%,0,,"4,018",-25.33%,"5,460",-62.50%,"5,904",-0.91%,Subtotal Alaska,"2,585,980",7.19%,"1,895,481",2.28%,"862,052",,"22,745,769",2.28%,"529,167",,"15,656",,0,,"28,002",,"48,758",,"96,585",2.74%,"27,403",,"7,396",,"273,630,895",-3.23%,"98,118,507",-4.14%,"156,779,290",,"1,177,422,069",-4.14%,"81,872,933",,"3,095,764",,"1,221,311",,"2,993,831",,"1,976,538",,"1,722,652",,"166,840",,"2,205,833",
