State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
District of Columbia,Mary McLeod Bethune Council House NHS,"7,149",-13.33%,"1,192",-13.33%,0,,"14,298",-13.33%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,National Capital Parks Central,"1,813,222",-1.08%,"100,097",0.17%,0,,"1,201,163",0.17%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,National Capital Parks East,"1,102,204",0.35%,"127,518",0.50%,"29,502,238",-12.43%,"1,530,219",0.50%,"19,199,331",-8.17%,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,Pennsylvania Avenue NHS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,President's Park,"989,424",9.55%,"111,764",2.91%,0,,"1,341,166",2.91%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,Rock Creek Park,"2,478,735",1.43%,"227,437",7.57%,"12,417,838",1.09%,"2,729,244",7.57%,"6,208,917",1.09%,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,Thomas Jefferson MEM,"3,414,345",10.05%,"142,265",10.05%,0,,"1,707,175",10.05%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,Vietnam Veterans MEM,"5,299,713",-5.31%,"220,821",-5.31%,0,,"2,649,855",-5.31%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,Washington Monument,"252,677",-48.80%,"21,056",-48.80%,0,,"252,677",-48.80%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,White House,"611,207",16.14%,"41,043",2.39%,0,,"492,510",2.39%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
District of Columbia,World War II Memorial,"4,856,532",-4.18%,"202,356",-4.18%,0,,"2,428,268",-4.18%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"42,700,159",2.15%,"2,283,111",1.78%,"41,929,237",,"27,397,333",,"25,422,661",,0,,0,,893,,0,,0,,0,,649,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Big Cypress NPRES,"1,102,148",-0.91%,"313,861",12.22%,0,,"3,766,328",12.22%,0,,0,,0,,"2,762",76.49%,"11,665",90.76%,"3,287",0.70%,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Biscayne NP,"514,709",1.29%,"142,753",2.43%,0,,"1,713,035",2.43%,0,,0,,0,,"2,522",35.59%,0,,0,,0,4.90%,"4,516",,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Canaveral NS,"1,629,944",-3.54%,"344,610",-3.98%,0,,"4,135,321",-3.98%,0,,0,,0,,0,,0,,"2,636",-34.75%,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Castillo de San Marcos NM,"854,664",4.33%,"53,417",4.33%,0,,"640,998",4.33%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,De Soto NMEM,"232,463",-20.84%,"31,964",-20.84%,0,,"383,564",-20.84%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Dry Tortugas NP,"73,661",3.95%,"69,998",5.81%,"10,200",-15.82%,"839,976",5.81%,"122,400",-15.82%,0,,0,,"5,934",30.53%,0,,0,,"10,200",45.40%,"9,442",-15.82%,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Everglades NP,"930,907",-13.60%,"293,512",-15.57%,"1,162",-19.75%,"3,522,144",-15.57%,"5,224",-19.88%,0,,0,,"8,410",-20.92%,"10,799",2.81%,"12,726",-20.27%,0,83.33%,198,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Fort Caroline NMEM,"232,082",3.42%,"19,340",3.42%,0,,"232,082",3.42%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Fort Matanzas NM,"557,810",-10.35%,"47,542",-9.68%,0,,"570,507",-9.68%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Gulf Islands NS,"3,578,482",19.98%,"871,674",11.80%,"75,021",9.19%,"10,460,088",11.80%,"15,148",7.14%,0,,0,,"28,402",14.55%,"105,534",12.78%,89,,0,-30.03%,"8,947",,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Florida,Timucuan EHP,"1,148,494",-7.34%,"251,115",-4.22%,0,,"3,013,374",-4.22%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"10,855,364",2.02%,"2,439,785",1.81%,"86,383",,"29,277,417",1.81%,"142,772",,0,,0,,"48,030",10.67%,"127,998",16.16%,"18,738",-19.46%,"10,200",,"23,103",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Andersonville NHS,"134,216",-1.81%,"22,369",-1.81%,0,,"268,433",-1.81%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Chattahoochee River NRA,"2,736,385",-13.77%,"912,128",-13.77%,0,,"10,945,538",-13.77%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Chickamauga & Chattanooga NMP,"513,869",2.53%,"82,229",1.93%,"1,166,064",-2.41%,"986,745",1.93%,"174,909",-2.41%,0,,0,,0,,0,,0,,0,3.69%,"1,069",,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Cumberland Island NS,"61,896",3.40%,"64,007",-6.31%,0,,"768,082",-6.31%,0,,0,,0,,"11,839",-13.09%,0,,"7,324",14.08%,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Fort Frederica NM,"192,906",-4.59%,"16,224",-4.59%,"1,800",0.00%,"194,690",-4.59%,444,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Fort Pulaski NM,"344,921",-9.93%,"71,881",-10.31%,"19,476",0.00%,"862,570",-10.31%,"4,872",0.00%,0,,0,,0,,0,,0,,0,-93.88%,15,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Jimmy Carter NHS,"66,441",-2.00%,"6,265",-4.93%,0,,"75,176",-4.93%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Kennesaw Mountain NBP,"2,360,256",8.52%,"298,230",8.35%,"25,340,650",-0.25%,"3,578,761",8.35%,"4,054,503",-0.25%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,"Martin Luther King, Jr. NHP","467,715",-30.58%,"58,465",-36.81%,0,,"701,575",-36.81%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Georgia,Ocmulgee Mounds NHP,"162,260",4.42%,"20,283",4.42%,0,,"243,390",4.42%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,040,865",-6.47%,"1,552,080",-9.79%,"26,527,990",,"18,624,960",-9.79%,"4,234,728",,0,,0,,"11,839",,0,,"7,324",,0,,"1,084",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Guam,War in the Pacific NHP,"488,988",51.64%,"40,994",51.50%,352,32.33%,"491,932",51.50%,178,32.84%,0,,0,,0,,0,,0,,0,,0,,Subtotal Guam,"488,988",51.64%,"40,994",51.50%,352,32.33%,"491,932",51.50%,178,32.84%,0,,0,,0,,0,,0,,0,,0,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Haleakala NP,"1,263,558",3.85%,"250,305",2.18%,"29,088",0.00%,"3,003,665",2.18%,"20,160",0.00%,0,,0,,"8,332",5.52%,0,,"2,392",8.48%,0,-11.63%,"3,519",,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Hawaii Volcanoes NP,"1,887,580",3.00%,"970,535",2.35%,"1,855,489",0.02%,"11,646,416",2.35%,"612,313",0.02%,"30,606",3.07%,"4,427",-0.18%,"1,697",2.17%,0,,"5,178",5.61%,0,-2.80%,"84,080",,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Kalaupapa NHP,"71,527",5.36%,"47,685",5.36%,0,,"572,216",5.36%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Kaloko Honokohau NHP,"185,041",8.41%,"34,977",9.47%,0,,"419,721",9.47%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Pearl Harbor NMEM,"1,819,020",15.56%,"454,755",15.56%,0,,"5,457,060",15.56%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Pu'uhonua o Honaunau NHP,"421,027",-3.72%,"35,086",-3.72%,0,,"421,027",-3.72%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Hawaii,Pu'ukohola Heiau NHS,"138,565",-0.73%,"5,774",-0.73%,"127,046",-30.31%,"69,283",-0.73%,"21,165",-30.31%,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"5,786,318",6.39%,"1,799,116",5.44%,"2,011,623",-2.66%,"21,589,388",5.44%,"653,638",-1.37%,"30,606",,"4,427",,"10,029",4.94%,0,,"7,570",6.50%,0,-3.19%,"87,599",,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Idaho,City of Rocks NRES,"107,865",2.45%,"31,460",2.45%,0,,"377,524",2.45%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"629,191",4.56%,"114,884",-3.93%,"1,800",,"1,378,604",-3.93%,180,,0,,0,,"3,349",,"5,319",,359,,0,,915,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Idaho,Craters of the Moon NM & PRES,"255,436",3.49%,"55,711",-10.41%,0,,"668,526",-10.41%,0,,0,,0,,"3,349",-56.00%,"5,319",-43.91%,359,17.32%,0,63.69%,915,,Subtotal Idaho,"629,191",4.56%,"114,884",-3.93%,"1,800",,"1,378,604",-3.93%,180,,0,,0,,"3,349",,"5,319",,359,,0,,915,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Idaho,Hagerman Fossil Beds NM,"25,982",5.21%,"3,248",5.20%,0,,"38,973",5.20%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"629,191",4.56%,"114,884",-3.93%,"1,800",,"1,378,604",-3.93%,180,,0,,0,,"3,349",,"5,319",,359,,0,,915,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Idaho,Nez Perce NHP,"239,908",6.64%,"24,465",3.65%,"1,800",0.00%,"293,581",3.65%,180,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"629,191",4.56%,"114,884",-3.93%,"1,800",,"1,378,604",-3.93%,180,,0,,0,,"3,349",,"5,319",,359,,0,,915,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Illinois,Lincoln Home NHS,"239,719",2.75%,"18,075",3.78%,"6,621",-15.42%,"216,895",3.78%,"54,500",-9.77%,0,,0,,0,,0,,0,,0,,0,,Subtotal Illinois,"239,719",2.75%,"18,075",3.78%,"6,621",-15.42%,"216,895",3.78%,"54,500",-9.77%,0,,0,,0,,0,,0,,0,,0,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
Indiana,George Rogers Clark NHP,"126,095",-7.18%,"14,081",-7.19%,0,,"168,967",-7.19%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Indiana,"1,949,880",3.29%,"403,928",2.56%,"21,453",,"4,847,137",2.56%,"5,327",,0,,0,,"16,716",,"3,790",,0,,0,,0,,"330,971,688",7.72%,"118,972,056",7.00%,"172,285,613",,"1,427,664,651",7.00%,"92,895,779",,"3,272,020",,"1,294,569",,"3,858,147",,"2,543,209",,"2,154,687",,"150,982",,"2,156,804",
